city,state,street_number,street_name,scientific_name,common_name,height_range,width,diameter_breast_height_range,scientific_name_old,common_name_old,address,height_binned_m,diameter_breast_height_binned,diameter_breast_height_binned_cm,nonmatch,word_count_name,genus_only,native,latitude,longitude
Nashville,Tennessee,,4TH AV N,Quercus phellos,Willow oak,21 to 25 ft,26 to 30,26 to 30 in,Quercus phellos,Willow Oak,nan 4Th Av N,,26 to 30 in,,False,2,no,TRUE,36.1664405,-86.7807507
Nashville,Tennessee,,4TH AV N,Quercus phellos,Willow oak,21 to 25 ft,16 to 20,16 to 20 in,Quercus phellos,Willow Oak,nan 4Th Av N,,16 to 20 in,,False,2,no,TRUE,36.1664405,-86.7807507
Nashville,Tennessee,,4TH AV N,Quercus phellos,Willow oak,21 to 25 ft,21 to 25,21 to 25 in,Quercus phellos,Willow Oak,nan 4Th Av N,,21 to 25 in,,False,2,no,TRUE,36.1664405,-86.7807507
Nashville,Tennessee,,4TH AV N,Quercus phellos,Willow oak,16 to 20 ft,16 to 20,16 to 20 in,Quercus phellos,Willow Oak,nan 4Th Av N,,16 to 20 in,,False,2,no,TRUE,36.1664405,-86.7807507
Nashville,Tennessee,,4TH AV N,Quercus phellos,Willow oak,26 to 30 ft,26 to 30,26 to 30 in,Quercus phellos,Willow Oak,nan 4Th Av N,,26 to 30 in,,False,2,no,TRUE,36.1664405,-86.7807507
Nashville,Tennessee,,4TH AV N,Quercus phellos,Willow oak,16 to 20 ft,26 to 30,26 to 30 in,Quercus phellos,Willow Oak,nan 4Th Av N,,26 to 30 in,,False,2,no,TRUE,36.1664405,-86.7807507
Nashville,Tennessee,,4TH AV N,Quercus phellos,Willow oak,21 to 25 ft,16 to 20,16 to 20 in,Quercus phellos,Willow Oak,nan 4Th Av N,,16 to 20 in,,False,2,no,TRUE,36.1664405,-86.7807507
Nashville,Tennessee,,4TH AV N,Quercus phellos,Willow oak,26 to 30 ft,26 to 30,26 to 30 in,Quercus phellos,Willow Oak,nan 4Th Av N,,26 to 30 in,,False,2,no,TRUE,36.1664405,-86.7807507
Nashville,Tennessee,,4TH AV N,Quercus phellos,Willow oak,31 to 35 ft,26 to 30,26 to 30 in,Quercus phellos,Willow Oak,nan 4Th Av N,,26 to 30 in,,False,2,no,TRUE,36.1664405,-86.7807507
Nashville,Tennessee,,4TH AV N,Quercus phellos,Willow oak,31 to 35 ft,26 to 30,26 to 30 in,Quercus phellos,Willow Oak,nan 4Th Av N,,26 to 30 in,,False,2,no,TRUE,36.1664405,-86.7807507
Nashville,Tennessee,,4TH AV N,Quercus phellos,Willow oak,36 to 40 ft,31 to 35,31 to 35 in,Quercus phellos,Willow Oak,nan 4Th Av N,,31 to 35 in,,False,2,no,TRUE,36.1664405,-86.7807507
Nashville,Tennessee,,4TH AV N,Quercus phellos,Willow oak,21 to 25 ft,16 to 20,16 to 20 in,Quercus phellos,Willow Oak,nan 4Th Av N,,16 to 20 in,,False,2,no,TRUE,36.1664405,-86.7807507
Nashville,Tennessee,,4TH AV N,Quercus phellos,Willow oak,16 to 20 ft,21 to 25,21 to 25 in,Quercus phellos,Willow Oak,nan 4Th Av N,,21 to 25 in,,False,2,no,TRUE,36.1664405,-86.7807507
Nashville,Tennessee,,4TH AV N,Quercus phellos,Willow oak,26 to 30 ft,21 to 25,21 to 25 in,Quercus phellos,Willow Oak,nan 4Th Av N,,21 to 25 in,,False,2,no,TRUE,36.1664405,-86.7807507
Nashville,Tennessee,,4TH AV N,Quercus phellos,Willow oak,26 to 30 ft,21 to 25,21 to 25 in,Quercus phellos,Willow Oak,nan 4Th Av N,,21 to 25 in,,False,2,no,TRUE,36.1664405,-86.7807507
Nashville,Tennessee,,7TH AV N,Carpinus betulus,European hornbeam,16 to 20 ft,6 to 10,6 to 10 in,Carpinus betulus,European Hornbeam,nan 7Th Av N,,6 to 10 in,,False,2,no,FALSE,36.1601033,-86.7813457
Nashville,Tennessee,,4TH AV N,Quercus phellos,Willow oak,31 to 35 ft,21 to 25,21 to 25 in,Quercus phellos,Willow Oak,nan 4Th Av N,,21 to 25 in,,False,2,no,TRUE,36.1664405,-86.7807507
Nashville,Tennessee,,4TH AV N,Tilia cordata,Little leaf linden,6 to 10 ft,16 to 20,16 to 20 in,Tilia cordata,Little Leaf Linden,nan 4Th Av N,,16 to 20 in,,False,2,no,FALSE,36.1664405,-86.7807507
Nashville,Tennessee,,7TH AV N,Carpinus betulus,European hornbeam,16 to 20 ft,6 to 10,6 to 10 in,Carpinus betulus,European Hornbeam,nan 7Th Av N,,6 to 10 in,,False,2,no,FALSE,36.1601033,-86.7813457
Nashville,Tennessee,,7TH AV N,Carpinus betulus,European hornbeam,11 to 15 ft,6 to 10,6 to 10 in,Carpinus betulus,European Hornbeam,nan 7Th Av N,,6 to 10 in,,False,2,no,FALSE,36.1601033,-86.7813457
Nashville,Tennessee,,7TH AV N,Carpinus betulus,European hornbeam,16 to 20 ft,6 to 10,6 to 10 in,Carpinus betulus,European Hornbeam,nan 7Th Av N,,6 to 10 in,,False,2,no,FALSE,36.1601033,-86.7813457
Nashville,Tennessee,,4TH AV N,Zelkova serrata,Japanese zelkova,11 to 15 ft,16 to 20,16 to 20 in,Zelkova serrata,Japanese Zelkova,nan 4Th Av N,,16 to 20 in,,False,2,no,FALSE,36.1664405,-86.7807507
Nashville,Tennessee,134.0,8TH AV S,Lagerstroemia,Crapemyrtle,6 to 10 ft,6 to 10,6 to 10 in,Lagerstroemia sp.,Crapemyrtle,134 8Th Av S,,6 to 10 in,,False,1,genus_only,no_info,36.1586362,-86.7820592
Nashville,Tennessee,134.0,8TH AV S,Lagerstroemia,Crapemyrtle,6 to 10 ft,6 to 10,6 to 10 in,Lagerstroemia sp.,Crapemyrtle,134 8Th Av S,,6 to 10 in,,False,1,genus_only,no_info,36.1586362,-86.7820592
Nashville,Tennessee,134.0,8TH AV S,Lagerstroemia,Crapemyrtle,6 to 10 ft,6 to 10,6 to 10 in,Lagerstroemia sp.,Crapemyrtle,134 8Th Av S,,6 to 10 in,,False,1,genus_only,no_info,36.1586362,-86.7820592
Nashville,Tennessee,115.0,9TH AV S,Acer saccharum,Sugar maple,16 to 20 ft,6 to 10,6 to 10 in,Acer saccharum,Sugar Maple,115 9Th Av S,,6 to 10 in,,False,2,no,TRUE,36.1579495,-86.7832721
Nashville,Tennessee,,BROADWAY,Prunus pennsylvanica,Pin cherry,6 to 10 ft,6 to 10,6 to 10 in,Prunus pennsylvanica,Pin Cherry,nan Broadway,,6 to 10 in,,False,2,no,FALSE,36.1496279,-86.79802
Nashville,Tennessee,,BROADWAY,Prunus pennsylvanica,Pin cherry,6 to 10 ft,6 to 10,6 to 10 in,Prunus pennsylvanica,Pin Cherry,nan Broadway,,6 to 10 in,,False,2,no,FALSE,36.1496279,-86.79802
Nashville,Tennessee,,BROADWAY,Prunus pennsylvanica,Pin cherry,6 to 10 ft,6 to 10,6 to 10 in,Prunus pennsylvanica,Pin Cherry,nan Broadway,,6 to 10 in,,False,2,no,FALSE,36.1496279,-86.79802
Nashville,Tennessee,,BROADWAY,Prunus pennsylvanica,Pin cherry,6 to 10 ft,6 to 10,6 to 10 in,Prunus pennsylvanica,Pin Cherry,nan Broadway,,6 to 10 in,,False,2,no,FALSE,36.1496279,-86.79802
Nashville,Tennessee,,BROADWAY,Quercus rubra,Northern red oak,11 to 15 ft,6 to 10,6 to 10 in,Quercus rubra,Northern Red Oak,nan Broadway,,6 to 10 in,,False,2,no,TRUE,36.1496279,-86.79802
Nashville,Tennessee,,BROADWAY,Quercus rubra,Northern red oak,6 to 10 ft,6 to 10,6 to 10 in,Quercus rubra,Northern Red Oak,nan Broadway,,6 to 10 in,,False,2,no,TRUE,36.1496279,-86.79802
Nashville,Tennessee,118.0,4TH AV S,Koelreuteria paniculata,Golden rain tree,16 to 20 ft,16 to 20,16 to 20 in,Koelreuteria paniculata,Golden Rain Tree,118 4Th Av S,,16 to 20 in,,False,2,no,FALSE,36.1603215,-86.7766313
Nashville,Tennessee,121.0,4TH AV S,Acer rubrum,Red maple,31 to 35 ft,16 to 20,16 to 20 in,Acer rubrum,Red Maple,121 4Th Av S,,16 to 20 in,,False,2,no,TRUE,36.1602242,-86.7767981
Nashville,Tennessee,121.0,4TH AV S,Acer rubrum,Red maple,31 to 35 ft,16 to 20,16 to 20 in,Acer rubrum,Red Maple,121 4Th Av S,,16 to 20 in,,False,2,no,TRUE,36.1602242,-86.7767981
Nashville,Tennessee,,BROADWAY,Quercus rubra,Northern red oak,6 to 10 ft,6 to 10,6 to 10 in,Quercus rubra,Northern Red Oak,nan Broadway,,6 to 10 in,,False,2,no,TRUE,36.1496279,-86.79802
Nashville,Tennessee,,BROADWAY,Quercus rubra,Northern red oak,11 to 15 ft,6 to 10,6 to 10 in,Quercus rubra,Northern Red Oak,nan Broadway,,6 to 10 in,,False,2,no,TRUE,36.1496279,-86.79802
Nashville,Tennessee,,BROADWAY,Quercus rubra,Northern red oak,11 to 15 ft,6 to 10,6 to 10 in,Quercus rubra,Northern Red Oak,nan Broadway,,6 to 10 in,,False,2,no,TRUE,36.1496279,-86.79802
Nashville,Tennessee,,BROADWAY,Quercus rubra,Northern red oak,6 to 10 ft,6 to 10,6 to 10 in,Quercus rubra,Northern Red Oak,nan Broadway,,6 to 10 in,,False,2,no,TRUE,36.1496279,-86.79802
Nashville,Tennessee,121.0,4TH AV S,Crataegus,Hawthorn,11 to 15 ft,16 to 20,16 to 20 in,Crataegus sp.,Hawthorn,121 4Th Av S,,16 to 20 in,,False,1,genus_only,no_info,36.1602242,-86.7767981
Nashville,Tennessee,121.0,4TH AV S,Crataegus,Hawthorn,11 to 15 ft,16 to 20,16 to 20 in,Crataegus sp.,Hawthorn,121 4Th Av S,,16 to 20 in,,False,1,genus_only,no_info,36.1602242,-86.7767981
Nashville,Tennessee,121.0,4TH AV S,Crataegus,Hawthorn,11 to 15 ft,16 to 20,16 to 20 in,Crataegus sp.,Hawthorn,121 4Th Av S,,16 to 20 in,,False,1,genus_only,no_info,36.1602242,-86.7767981
Nashville,Tennessee,121.0,4TH AV S,Crataegus,Hawthorn,11 to 15 ft,16 to 20,16 to 20 in,Crataegus sp.,Hawthorn,121 4Th Av S,,16 to 20 in,,False,1,genus_only,no_info,36.1602242,-86.7767981
Nashville,Tennessee,121.0,4TH AV S,Crataegus,Hawthorn,11 to 15 ft,16 to 20,16 to 20 in,Crataegus sp.,Hawthorn,121 4Th Av S,,16 to 20 in,,False,1,genus_only,no_info,36.1602242,-86.7767981
Nashville,Tennessee,121.0,4TH AV S,Crataegus,Hawthorn,11 to 15 ft,16 to 20,16 to 20 in,Crataegus sp.,Hawthorn,121 4Th Av S,,16 to 20 in,,False,1,genus_only,no_info,36.1602242,-86.7767981
Nashville,Tennessee,121.0,4TH AV S,Crataegus,Hawthorn,11 to 15 ft,16 to 20,16 to 20 in,Crataegus sp.,Hawthorn,121 4Th Av S,,16 to 20 in,,False,1,genus_only,no_info,36.1602242,-86.7767981
Nashville,Tennessee,121.0,4TH AV S,Crataegus,Hawthorn,11 to 15 ft,16 to 20,16 to 20 in,Crataegus sp.,Hawthorn,121 4Th Av S,,16 to 20 in,,False,1,genus_only,no_info,36.1602242,-86.7767981
Nashville,Tennessee,121.0,4TH AV S,Crataegus,Hawthorn,11 to 15 ft,16 to 20,16 to 20 in,Crataegus sp.,Hawthorn,121 4Th Av S,,16 to 20 in,,False,1,genus_only,no_info,36.1602242,-86.7767981
Nashville,Tennessee,121.0,4TH AV S,Crataegus,Hawthorn,11 to 15 ft,16 to 20,16 to 20 in,Crataegus sp.,Hawthorn,121 4Th Av S,,16 to 20 in,,False,1,genus_only,no_info,36.1602242,-86.7767981
Nashville,Tennessee,121.0,4TH AV S,Platanus hispanica,London planetree,31 to 35 ft,36 to 40,36 to 40 in,Platanus x hispanica,London Planetree,121 4Th Av S,,36 to 40 in,,False,2,no,FALSE,36.1602242,-86.7767981
Nashville,Tennessee,121.0,4TH AV S,Platanus hispanica,London planetree,36 to 40 ft,26 to 30,26 to 30 in,Platanus x hispanica,London Planetree,121 4Th Av S,,26 to 30 in,,False,2,no,FALSE,36.1602242,-86.7767981
Nashville,Tennessee,121.0,4TH AV S,Platanus hispanica,London planetree,36 to 40 ft,26 to 30,26 to 30 in,Platanus x hispanica,London Planetree,121 4Th Av S,,26 to 30 in,,False,2,no,FALSE,36.1602242,-86.7767981
Nashville,Tennessee,121.0,4TH AV S,Platanus hispanica,London planetree,31 to 35 ft,26 to 30,26 to 30 in,Platanus x hispanica,London Planetree,121 4Th Av S,,26 to 30 in,,False,2,no,FALSE,36.1602242,-86.7767981
Nashville,Tennessee,121.0,4TH AV S,Platanus hispanica,London planetree,36 to 40 ft,31 to 35,31 to 35 in,Platanus x hispanica,London Planetree,121 4Th Av S,,31 to 35 in,,False,2,no,FALSE,36.1602242,-86.7767981
Nashville,Tennessee,121.0,4TH AV S,Platanus hispanica,London planetree,36 to 40 ft,36 to 40,36 to 40 in,Platanus x hispanica,London Planetree,121 4Th Av S,,36 to 40 in,,False,2,no,FALSE,36.1602242,-86.7767981
Nashville,Tennessee,121.0,4TH AV S,Platanus hispanica,London planetree,36 to 40 ft,31 to 35,31 to 35 in,Platanus x hispanica,London Planetree,121 4Th Av S,,31 to 35 in,,False,2,no,FALSE,36.1602242,-86.7767981
Nashville,Tennessee,121.0,4TH AV S,Platanus hispanica,London planetree,36 to 40 ft,31 to 35,31 to 35 in,Platanus x hispanica,London Planetree,121 4Th Av S,,31 to 35 in,,False,2,no,FALSE,36.1602242,-86.7767981
Nashville,Tennessee,121.0,4TH AV S,Platanus hispanica,London planetree,36 to 40 ft,31 to 35,31 to 35 in,Platanus x hispanica,London Planetree,121 4Th Av S,,31 to 35 in,,False,2,no,FALSE,36.1602242,-86.7767981
Nashville,Tennessee,121.0,4TH AV S,Platanus hispanica,London planetree,36 to 40 ft,31 to 35,31 to 35 in,Platanus x hispanica,London Planetree,121 4Th Av S,,31 to 35 in,,False,2,no,FALSE,36.1602242,-86.7767981
Nashville,Tennessee,121.0,4TH AV S,Platanus hispanica,London planetree,36 to 40 ft,31 to 35,31 to 35 in,Platanus x hispanica,London Planetree,121 4Th Av S,,31 to 35 in,,False,2,no,FALSE,36.1602242,-86.7767981
Nashville,Tennessee,121.0,4TH AV S,Platanus hispanica,London planetree,36 to 40 ft,31 to 35,31 to 35 in,Platanus x hispanica,London Planetree,121 4Th Av S,,31 to 35 in,,False,2,no,FALSE,36.1602242,-86.7767981
Nashville,Tennessee,121.0,4TH AV S,Platanus hispanica,London planetree,36 to 40 ft,31 to 35,31 to 35 in,Platanus x hispanica,London Planetree,121 4Th Av S,,31 to 35 in,,False,2,no,FALSE,36.1602242,-86.7767981
Nashville,Tennessee,121.0,4TH AV S,Platanus hispanica,London planetree,36 to 40 ft,31 to 35,31 to 35 in,Platanus x hispanica,London Planetree,121 4Th Av S,,31 to 35 in,,False,2,no,FALSE,36.1602242,-86.7767981
Nashville,Tennessee,121.0,4TH AV S,Platanus hispanica,London planetree,36 to 40 ft,31 to 35,31 to 35 in,Platanus x hispanica,London Planetree,121 4Th Av S,,31 to 35 in,,False,2,no,FALSE,36.1602242,-86.7767981
Nashville,Tennessee,121.0,4TH AV S,Platanus hispanica,London planetree,36 to 40 ft,31 to 35,31 to 35 in,Platanus x hispanica,London Planetree,121 4Th Av S,,31 to 35 in,,False,2,no,FALSE,36.1602242,-86.7767981
Nashville,Tennessee,121.0,4TH AV S,Platanus hispanica,London planetree,36 to 40 ft,31 to 35,31 to 35 in,Platanus x hispanica,London Planetree,121 4Th Av S,,31 to 35 in,,False,2,no,FALSE,36.1602242,-86.7767981
Nashville,Tennessee,121.0,4TH AV S,Platanus hispanica,London planetree,31 to 35 ft,31 to 35,31 to 35 in,Platanus x hispanica,London Planetree,121 4Th Av S,,31 to 35 in,,False,2,no,FALSE,36.1602242,-86.7767981
Nashville,Tennessee,121.0,4TH AV S,Platanus hispanica,London planetree,31 to 35 ft,31 to 35,31 to 35 in,Platanus x hispanica,London Planetree,121 4Th Av S,,31 to 35 in,,False,2,no,FALSE,36.1602242,-86.7767981
Nashville,Tennessee,121.0,4TH AV S,Platanus hispanica,London planetree,36 to 40 ft,31 to 35,31 to 35 in,Platanus x hispanica,London Planetree,121 4Th Av S,,31 to 35 in,,False,2,no,FALSE,36.1602242,-86.7767981
Nashville,Tennessee,121.0,4TH AV S,Platanus hispanica,London planetree,31 to 35 ft,31 to 35,31 to 35 in,Platanus x hispanica,London Planetree,121 4Th Av S,,31 to 35 in,,False,2,no,FALSE,36.1602242,-86.7767981
Nashville,Tennessee,121.0,4TH AV S,Platanus hispanica,London planetree,31 to 35 ft,31 to 35,31 to 35 in,Platanus x hispanica,London Planetree,121 4Th Av S,,31 to 35 in,,False,2,no,FALSE,36.1602242,-86.7767981
Nashville,Tennessee,121.0,4TH AV S,Platanus hispanica,London planetree,31 to 35 ft,26 to 30,26 to 30 in,Platanus x hispanica,London Planetree,121 4Th Av S,,26 to 30 in,,False,2,no,FALSE,36.1602242,-86.7767981
Nashville,Tennessee,121.0,4TH AV S,Platanus hispanica,London planetree,31 to 35 ft,26 to 30,26 to 30 in,Platanus x hispanica,London Planetree,121 4Th Av S,,26 to 30 in,,False,2,no,FALSE,36.1602242,-86.7767981
Nashville,Tennessee,121.0,4TH AV S,Platanus hispanica,London planetree,31 to 35 ft,26 to 30,26 to 30 in,Platanus x hispanica,London Planetree,121 4Th Av S,,26 to 30 in,,False,2,no,FALSE,36.1602242,-86.7767981
Nashville,Tennessee,122.0,4TH AV S,Ulmus pumila,Siberian elm,21 to 25 ft,16 to 20,16 to 20 in,Ulmus pumila,Siberian Elm,122 4Th Av S,,16 to 20 in,,False,2,no,FALSE,36.1602545,-86.776588
Nashville,Tennessee,122.0,4TH AV S,Ulmus pumila,Siberian elm,21 to 25 ft,16 to 20,16 to 20 in,Ulmus pumila,Siberian Elm,122 4Th Av S,,16 to 20 in,,False,2,no,FALSE,36.1602545,-86.776588
Nashville,Tennessee,122.0,4TH AV S,Ulmus pumila,Siberian elm,21 to 25 ft,16 to 20,16 to 20 in,Ulmus pumila,Siberian Elm,122 4Th Av S,,16 to 20 in,,False,2,no,FALSE,36.1602545,-86.776588
Nashville,Tennessee,122.0,4TH AV S,Ulmus pumila,Siberian elm,21 to 25 ft,16 to 20,16 to 20 in,Ulmus pumila,Siberian Elm,122 4Th Av S,,16 to 20 in,,False,2,no,FALSE,36.1602545,-86.776588
Nashville,Tennessee,122.0,4TH AV S,Ulmus pumila,Siberian elm,21 to 25 ft,16 to 20,16 to 20 in,Ulmus pumila,Siberian Elm,122 4Th Av S,,16 to 20 in,,False,2,no,FALSE,36.1602545,-86.776588
Nashville,Tennessee,122.0,4TH AV S,Ulmus pumila,Siberian elm,21 to 25 ft,16 to 20,16 to 20 in,Ulmus pumila,Siberian Elm,122 4Th Av S,,16 to 20 in,,False,2,no,FALSE,36.1602545,-86.776588
Nashville,Tennessee,,BROADWAY,Ulmus parvifolia,Lacebark elm,6 to 10 ft,6 to 10,6 to 10 in,Ulmus parvifolia,Lacebark Elm,nan Broadway,,6 to 10 in,,False,2,no,FALSE,36.1496279,-86.79802
Nashville,Tennessee,,CHARLOTTE AV,Ginkgo biloba,Ginkgo,11 to 15 ft,6 to 10,6 to 10 in,Ginkgo biloba,Ginkgo,nan Charlotte Av,,6 to 10 in,,False,2,no,FALSE,36.1505794,-86.856161
Nashville,Tennessee,,CHURCH ST,Carpinus betulus,European hornbeam,11 to 15 ft,6 to 10,6 to 10 in,Carpinus betulus,European Hornbeam,nan Church St,,6 to 10 in,,False,2,no,FALSE,36.158461,-86.7905307
Nashville,Tennessee,130.0,4TH AV S,Platanus hispanica,London planetree,31 to 35 ft,21 to 25,21 to 25 in,Platanus x hispanica,London Planetree,130 4Th Av S,,21 to 25 in,,False,2,no,FALSE,36.1601206,-86.7765015
Nashville,Tennessee,130.0,4TH AV S,Platanus hispanica,London planetree,31 to 35 ft,16 to 20,16 to 20 in,Platanus x hispanica,London Planetree,130 4Th Av S,,16 to 20 in,,False,2,no,FALSE,36.1601206,-86.7765015
Nashville,Tennessee,130.0,4TH AV S,Platanus hispanica,London planetree,31 to 35 ft,16 to 20,16 to 20 in,Platanus x hispanica,London Planetree,130 4Th Av S,,16 to 20 in,,False,2,no,FALSE,36.1601206,-86.7765015
Nashville,Tennessee,130.0,4TH AV S,Platanus hispanica,London planetree,31 to 35 ft,16 to 20,16 to 20 in,Platanus x hispanica,London Planetree,130 4Th Av S,,16 to 20 in,,False,2,no,FALSE,36.1601206,-86.7765015
Nashville,Tennessee,130.0,4TH AV S,Platanus hispanica,London planetree,31 to 35 ft,16 to 20,16 to 20 in,Platanus x hispanica,London Planetree,130 4Th Av S,,16 to 20 in,,False,2,no,FALSE,36.1601206,-86.7765015
Nashville,Tennessee,130.0,4TH AV S,Platanus hispanica,London planetree,26 to 30 ft,16 to 20,16 to 20 in,Platanus x hispanica,London Planetree,130 4Th Av S,,16 to 20 in,,False,2,no,FALSE,36.1601206,-86.7765015
Nashville,Tennessee,130.0,4TH AV S,Platanus hispanica,London planetree,31 to 35 ft,21 to 25,21 to 25 in,Platanus x hispanica,London Planetree,130 4Th Av S,,21 to 25 in,,False,2,no,FALSE,36.1601206,-86.7765015
Nashville,Tennessee,130.0,4TH AV S,Platanus hispanica,London planetree,31 to 35 ft,21 to 25,21 to 25 in,Platanus x hispanica,London Planetree,130 4Th Av S,,21 to 25 in,,False,2,no,FALSE,36.1601206,-86.7765015
Nashville,Tennessee,,CHURCH ST,Carpinus betulus,European hornbeam,16 to 20 ft,6 to 10,6 to 10 in,Carpinus betulus,European Hornbeam,nan Church St,,6 to 10 in,,False,2,no,FALSE,36.158461,-86.7905307
Nashville,Tennessee,130.0,4TH AV S,Quercus rubra,Northern red oak,26 to 30 ft,16 to 20,16 to 20 in,Quercus rubra,Northern Red Oak,130 4Th Av S,,16 to 20 in,,False,2,no,TRUE,36.1601206,-86.7765015
Nashville,Tennessee,130.0,4TH AV S,Quercus rubra,Northern red oak,31 to 35 ft,16 to 20,16 to 20 in,Quercus rubra,Northern Red Oak,130 4Th Av S,,16 to 20 in,,False,2,no,TRUE,36.1601206,-86.7765015
Nashville,Tennessee,130.0,4TH AV S,Quercus rubra,Northern red oak,31 to 35 ft,16 to 20,16 to 20 in,Quercus rubra,Northern Red Oak,130 4Th Av S,,16 to 20 in,,False,2,no,TRUE,36.1601206,-86.7765015
Nashville,Tennessee,,CHURCH ST,Carpinus betulus,European hornbeam,16 to 20 ft,6 to 10,6 to 10 in,Carpinus betulus,European Hornbeam,nan Church St,,6 to 10 in,,False,2,no,FALSE,36.158461,-86.7905307
Nashville,Tennessee,,CHURCH ST,Carpinus betulus,European hornbeam,11 to 15 ft,6 to 10,6 to 10 in,Carpinus betulus,European Hornbeam,nan Church St,,6 to 10 in,,False,2,no,FALSE,36.158461,-86.7905307
Nashville,Tennessee,,CHURCH ST,Gleditsia triacanthos,Honey locust,11 to 15 ft,6 to 10,6 to 10 in,Gleditsia triacanthos cv.,Honey Locust,nan Church St,,6 to 10 in,,False,2,no,TRUE,36.158461,-86.7905307
Nashville,Tennessee,,CHURCH ST,Ilex opaca,American holly,6 to 10 ft,6 to 10,6 to 10 in,Ilex opaca,American Holly,nan Church St,,6 to 10 in,,False,2,no,TRUE,36.158461,-86.7905307
Nashville,Tennessee,130.0,4TH AV S,Ulmus pumila,Siberian elm,26 to 30 ft,16 to 20,16 to 20 in,Ulmus pumila,Siberian Elm,130 4Th Av S,,16 to 20 in,,False,2,no,FALSE,36.1601206,-86.7765015
Nashville,Tennessee,130.0,4TH AV S,Ulmus pumila,Siberian elm,26 to 30 ft,16 to 20,16 to 20 in,Ulmus pumila,Siberian Elm,130 4Th Av S,,16 to 20 in,,False,2,no,FALSE,36.1601206,-86.7765015
Nashville,Tennessee,130.0,4TH AV S,Ulmus pumila,Siberian elm,26 to 30 ft,16 to 20,16 to 20 in,Ulmus pumila,Siberian Elm,130 4Th Av S,,16 to 20 in,,False,2,no,FALSE,36.1601206,-86.7765015
Nashville,Tennessee,130.0,4TH AV S,Ulmus pumila,Siberian elm,26 to 30 ft,16 to 20,16 to 20 in,Ulmus pumila,Siberian Elm,130 4Th Av S,,16 to 20 in,,False,2,no,FALSE,36.1601206,-86.7765015
Nashville,Tennessee,130.0,4TH AV S,Ulmus pumila,Siberian elm,21 to 25 ft,16 to 20,16 to 20 in,Ulmus pumila,Siberian Elm,130 4Th Av S,,16 to 20 in,,False,2,no,FALSE,36.1601206,-86.7765015
Nashville,Tennessee,130.0,4TH AV S,Ulmus pumila,Siberian elm,21 to 25 ft,16 to 20,16 to 20 in,Ulmus pumila,Siberian Elm,130 4Th Av S,,16 to 20 in,,False,2,no,FALSE,36.1601206,-86.7765015
Nashville,Tennessee,,CHURCH ST,Liquidambar styraciflua,Sweetgum,6 to 10 ft,6 to 10,6 to 10 in,Liquidambar styraciflua cv.,Sweetgum,nan Church St,,6 to 10 in,,False,2,no,TRUE,36.158461,-86.7905307
Nashville,Tennessee,,CHURCH ST,Quercus bicolor,Swamp white oak,6 to 10 ft,6 to 10,6 to 10 in,Quercus bicolor,Swamp White Oak,nan Church St,,6 to 10 in,,False,2,no,TRUE,36.158461,-86.7905307
Nashville,Tennessee,,CHURCH ST,Quercus bicolor,Swamp white oak,6 to 10 ft,6 to 10,6 to 10 in,Quercus bicolor,Swamp White Oak,nan Church St,,6 to 10 in,,False,2,no,TRUE,36.158461,-86.7905307
Nashville,Tennessee,,CHURCH ST,Quercus bicolor,Swamp white oak,6 to 10 ft,6 to 10,6 to 10 in,Quercus bicolor,Swamp White Oak,nan Church St,,6 to 10 in,,False,2,no,TRUE,36.158461,-86.7905307
Nashville,Tennessee,,CHURCH ST,Quercus bicolor,Swamp white oak,6 to 10 ft,6 to 10,6 to 10 in,Quercus bicolor,Swamp White Oak,nan Church St,,6 to 10 in,,False,2,no,TRUE,36.158461,-86.7905307
Nashville,Tennessee,,CHURCH ST,Quercus bicolor,Swamp white oak,6 to 10 ft,6 to 10,6 to 10 in,Quercus bicolor,Swamp White Oak,nan Church St,,6 to 10 in,,False,2,no,TRUE,36.158461,-86.7905307
Nashville,Tennessee,130.0,4TH AV S,Ulmus pumila,Siberian elm,21 to 25 ft,16 to 20,16 to 20 in,Ulmus pumila,Siberian Elm,130 4Th Av S,,16 to 20 in,,False,2,no,FALSE,36.1601206,-86.7765015
Nashville,Tennessee,,CHURCH ST,Quercus rubra,Northern red oak,11 to 15 ft,6 to 10,6 to 10 in,Quercus rubra,Northern Red Oak,nan Church St,,6 to 10 in,,False,2,no,TRUE,36.158461,-86.7905307
Nashville,Tennessee,,CHURCH ST,Quercus rubra,Northern red oak,11 to 15 ft,6 to 10,6 to 10 in,Quercus rubra,Northern Red Oak,nan Church St,,6 to 10 in,,False,2,no,TRUE,36.158461,-86.7905307
Nashville,Tennessee,,CHURCH ST,Quercus rubra,Northern red oak,11 to 15 ft,6 to 10,6 to 10 in,Quercus rubra,Northern Red Oak,nan Church St,,6 to 10 in,,False,2,no,TRUE,36.158461,-86.7905307
Nashville,Tennessee,,CHURCH ST,Quercus rubra,Northern red oak,11 to 15 ft,6 to 10,6 to 10 in,Quercus rubra,Northern Red Oak,nan Church St,,6 to 10 in,,False,2,no,TRUE,36.158461,-86.7905307
Nashville,Tennessee,,CHURCH ST,Quercus rubra,Northern red oak,11 to 15 ft,6 to 10,6 to 10 in,Quercus rubra,Northern Red Oak,nan Church St,,6 to 10 in,,False,2,no,TRUE,36.158461,-86.7905307
